topic,topic_talkid
poetry,2778
writing,2778
big_problems,2784
business,2784
china,2784
economics,2784
climate_change,2784
global_issues,2784
goal-setting,2784
policy,2784
politics,2784
government,2784
pollution,2784
society,2784
sleep,2783
parenting,2783
children,2783
education,2783
TEDx,2783
community,2783
health,2783
personal_growth,2783
policy,2783
science,2783
social_change,2783
society,2783
activism,2788
community,2788
heart_health,2788
humanity,2788
health,2788
obesity,2788
race,2788
personal_growth,2788
social_change,2788
society,2788
women,2788
capitalism,2785
inequality,2785
economics,2785
policy,2785
resources,2785
society,2785
social_change,2785
money,2785
work,2785
communication,2786
community,2786
identity,2786
health,2786
humanity,2786
personal_growth,2786
mental_health,2786
Africa,2786
social_change,2786
society,2786
activism,2791
communication,2791
democracy,2791
global_issues,2791
government,2791
future,2791
immigration,2791
history,2791
inequality,2791
peace,2791
news,2791
politics,2791
refugees,2791
social_change,2791
security,2791
society,2791
United_States,2791
biology,2793
biotech,2793
disease,2793
environment,2793
genetics,2793
epidemiology,2793
global_issues,2793
health,2793
illness,2793
molecular_biology,2793
insects,2793
public_health,2793
monkeys,2793
technology,2793
science,2793
virus,2793
society,2793
TEDx,2793
collaboration,2792
communication,2792
discovery,2792
music,2792
live_music,2792
performance,2792
entertainment,2792
animals,2782
biodiversity,2782
biosphere,2782
biology,2782
environment,2782
chemistry,2782
climate_change,2782
nature,2782
future,2782
oceans,2782
pollution,2782
science,2782
water,2782
TEDx,2782
marine_biology,2782
global_commons,2782
algorithm,2787
computers,2787
data,2787
future,2787
intelligence,2787
innovation,2787
potential,2787
robots,2787
social_change,2787
technology,2787
AI,2787
activism,2794
crime,2794
criminal_justice,2794
humanity,2794
personal_growth,2794
social_change,2794
identity,2794
society,2794
TED_Residency,2794
justice_system,2794
Africa,2789
collaboration,2789
ebola,2789
disease,2789
health,2789
global_issues,2789
health_care,2789
humanity,2789
medicine,2789
illness,2789
society,2789
technology,2789
virus,2789
TED_Prize,2789
global_development,2789
Audacious_Project,2789
live_music,2795
history,2795
music,2795
entertainment,2795
design,2743
library,2743
education,2743
TEDNYC,2743
graphic_design,2743
philosophy,2796
communication,2796
politics,2796
democracy,2796
identity,2796
Internet,2796
intelligence,2796
personal_growth,2796
news,2796
social_media,2796
social_change,2796
society,2796
architecture,2797
journalism,2797
cities,2797
beauty,2797
community,2797
public_spaces,2797
materials,2797
society,2797
urban_planning,2797
TEDNYC,2797
TED_en_Español,2740
children,2740
Autism_spectrum_disorder,2740
communication,2740
personal_growth,2740
social_change,2740
family,2740
TEDx,2740
parenting,2740
art,2740
AI,2798
brain,2798
algorithm,2798
cognitive_science,2798
machine_learning,2798
mental_health,2798
technology,2798
neuroscience,2798
mindfulness,2798
aging,2801
art,2801
beauty,2801
books,2801
birds,2801
communication,2801
Christianity,2801
family,2801
friendship,2801
humanity,2801
God,2801
funny,2801
love,2801
personal_growth,2801
self,2801
writing,2801
society,2801
choice,2799
goal-setting,2799
fear,2799
life,2799
humanity,2799
personal_growth,2799
success,2799
work-life_balance,2799
work,2799
adventure,2804
collaboration,2804
design,2804
engineering,2804
flight,2804
entrepreneur,2804
future,2804
innovation,2804
invention,2804
motivation,2804
demo,2804
potential,2804
technology,2804
architecture,2808
biosphere,2808
death,2808
bacteria,2808
ecology,2808
green,2808
environment,2808
life,2808
microbes,2808
nature,2808
sustainability,2808
TEDx,2808
fungi,2808
bioethics,2800
children,2800
biology,2800
collaboration,2800
disease,2800
genetics,2800
DNA,2800
epidemiology,2800
humanity,2800
medical_research,2800
health,2800
medicine,2800
illness,2800
science,2800
parenting,2800
TEDMED,2800
live_music,2790
music,2790
singer,2790
performance,2790
TEDNYC,2790
entertainment,2790
Africa,2806
big_problems,2806
business,2806
capitalism,2806
children,2806
collaboration,2806
communication,2806
economics,2806
global_issues,2806
future,2806
goal-setting,2806
government,2806
health,2806
history,2806
immigration,2806
humanity,2806
infrastructure,2806
innovation,2806
investment,2806
Internet,2806
politics,2806
refugees,2806
potential,2806
social_change,2806
resources,2806
social_media,2806
society,2806
global_development,2806
AI,2807
cities,2807
algorithm,2807
climate_change,2807
collaboration,2807
exploration,2807
communication,2807
farming,2807
future,2807
global_development,2807
global_issues,2807
innovation,2807
motivation,2807
potential,2807
humanity,2807
pollution,2807
social_change,2807
technology,2807
society,2807
visualizations,2807
india,2807
big_problems,2805
activism,2805
collaboration,2805
children,2805
community,2805
future,2805
disaster_relief,2805
global_issues,2805
history,2805
government,2805
humanity,2805
policy,2805
refugees,2805
security,2805
social_change,2805
society,2805
TED_Books,2805
fashion,2810
design,2810
disability,2810
product_design,2810
TEDNYC,2810
beauty,2803
identity,2803
fashion,2803
inequality,2803
race,2803
social_change,2803
TEDx,2803
society,2803
women,2803
children,2809
global_issues,2809
humanity,2809
identity,2809
immigration,2809
refugees,2809
social_change,2809
disease,2812
innovation,2812
health_care,2812
invention,2812
product_design,2812
TED_Fellows,2812
medicine,2812
community,2811
fear,2811
future,2811
global_issues,2811
humanity,2811
peace,2811
personal_growth,2811
politics,2811
social_change,2811
religion,2811
democracy,2813
government,2813
journalism,2813
immigration,2813
politics,2813
social_change,2813
TED_en_Español,2813
writing,2813
ancient_world,2814
environment,2814
climate_change,2814
nature,2814
science,2814
water,2814
TEDx,2814
rivers,2814
global_commons,2814
computers,2815
addiction,2815
interface_design,2815
social_media,2815
technology,2815
software,2815
psychology,2815
Anthropocene,2816
biosphere,2816
climate_change,2816
future,2816
environment,2816
nature,2816
science,2816
water,2816
brain,2817
cognitive_science,2817
humanity,2817
mind,2817
neuroscience,2817
science,2817
algorithm,2818
behavioral_economics,2818
business,2818
decision-making,2818
data,2818
TEDx,2818
government,2819
history,2819
United_States,2819
politics,2819
personal_growth,2820
disability,2820
identity,2820
failure,2820
TED_Residency,2820
blindness,2820
architecture,2827
cities,2827
community,2827
design,2827
society,2827
urban_planning,2827
biology,2821
cancer,2821
disease,2821
DNA,2821
health,2821
epidemiology,2821
innovation,2821
medical_research,2821
medicine,2821
TED_Fellows,2821
science,2821
design,2802
product_design,2802
social_media,2802
technology,2802
addiction,2802
algorithm,2802
mindfulness,2802
human_body,2822
biology,2822
health,2822
discovery,2822
biomechanics,2822
medical_research,2822
medicine,2822
nature,2822
physiology,2822
Senses,2822
science,2822
smell,2822
TEDMED,2822
TED_Fellows,2823
animals,2823
biology,2823
environment,2823
climate_change,2823
microbiology,2823
nature,2823
oceans,2823
science,2823
pollution,2823
water,2823
marine_biology,2823
coral_reefs,2823
robots,2825
future,2825
demo,2825
technology,2825
design,2825
art,2826
identity,2826
history,2826
painting,2826
inequality,2826
race,2826
activism,2830
personal_growth,2830
South_America,2830
fear,2830
TED_en_Español,2830
violence,2830
war,2830
politics,2830
art,2828
culture,2828
creativity,2828
design,2828
humor,2828
TEDNYC,2828
algorithm,2829
AI,2829
computers,2829
sight,2829
technology,2829
AI,2841
collaboration,2841
computers,2841
intelligence,2841
machine_learning,2841
technology,2841
product_design,2841
evolutionary_psychology,2836
beauty,2836
brain,2836
cognitive_science,2836
evolution,2836
humanity,2836
nature,2836
neuroscience,2836
science,2836
science_and_art,2836
TEDMED,2836
aging,2843
humanity,2843
inequality,2843
identity,2843
personal_growth,2843
social_change,2843
society,2843
beauty,2849
astronomy,2849
nature,2849
science,2849
solar_system,2849
TEDx,2849
universe,2849
Moon,2849
Sun,2849
bacteria,2833
biology,2833
biomechanics,2833
biotech,2833
future,2833
health,2833
innovation,2833
microbes,2833
microbiology,2833
nature,2833
science,2833
technology,2833
fungi,2833
dance,2851
art,2851
creativity,2851
performance,2851
performance_art,2851
activism,2837
art,2837
film,2837
community,2837
fear,2837
inequality,2837
protests,2837
race,2837
TED_Fellows,2837
social_change,2837
criminal_justice,2831
inequality,2831
law,2831
social_change,2831
TEDx,2831
society,2831
United_States,2831
justice_system,2831
addiction,2834
brain,2834
cognitive_science,2834
creativity,2834
communication,2834
entertainment,2834
social_media,2834
personal_growth,2834
business,2838
art,2838
creativity,2838
entrepreneur,2838
money,2838
music,2838
cities,2840
government,2840
poverty,2840
community,2840
TEDx,2840
social_change,2840
society,2840
homelessness,2840
architecture,2839
design,2839
future,2839
infrastructure,2839
public_spaces,2839
society,2839
transportation,2839
urban,2839
urban_planning,2839
aging,2842
brain,2842
community,2842
family,2842
friendship,2842
society,2842
health,2842
psychology,2842
music,2844
guitar,2844
live_music,2844
performance,2844
personal_growth,2844
TED-Ed,2844
entertainment,2844
AI,2824
driverless_cars,2824
law,2824
innovation,2824
morality,2824
technology,2824
algorithm,2845
data,2845
inequality,2845
marketing,2845
society,2845
technology,2845
art,2846
humanity,2846
personal_growth,2846
poetry,2846
performance,2846
self,2846
writing,2846
computers,2858
AI,2858
future,2858
economics,2858
humanity,2858
intelligence,2858
mind,2858
innovation,2858
society,2858
science,2858
technology,2858
robots,2858
biology,2850
cancer,2850
disease,2850
chemistry,2850
health,2850
biomechanics,2850
human_body,2850
illness,2850
medical_research,2850
science,2850
medicine,2850
art,2863
Africa,2863
creativity,2863
beauty,2863
performance_art,2863
business,2847
capitalism,2847
community,2847
economics,2847
entrepreneur,2847
work,2847
inequality,2847
society,2847
social_change,2847
TEDx,2847
activism,2848
family,2848
children,2848
poverty,2848
social_change,2848
TEDx,2848
Africa,2857
art,2857
creativity,2857
TED_Fellows,2857
storytelling,2857
AI,2852
education,2852
intelligence,2852
robots,2852
teaching,2852
technology,2852
activism,2866
democracy,2866
government,2866
United_States,2866
surveillance,2866
law,2866
security,2866
politics,2866
social_change,2866
society,2866
TEDx,2866
technology,2866
terrorism,2866
encryption,2866
ancient_world,2854
archaeology,2854
conservation,2854
history,2854
culture,2854
museums,2854
technology,2854
TEDx,2854
war,2854
terrorism,2854
photography,2854
community,2864
humanity,2864
identity,2864
inequality,2864
race,2864
personal_growth,2864
social_change,2864
religion,2864
society,2864
TEDx,2864
india,2864
security,2856
social_media,2856
terrorism,2856
TEDx,2856
violence,2856
architecture,2855
environment,2855
art,2855
creativity,2855
cities,2855
future,2855
invention,2855
product_design,2855
innovation,2855
design,2855
public_spaces,2855
technology,2855
sustainability,2855
algorithm,2859
collaboration,2859
business,2859
decision-making,2859
communication,2859
investment,2859
innovation,2859
leadership,2859
personal_growth,2859
technology,2859
work,2859
TED-Ed,2750
art,2750
math,2750
painting,2750
culture,2750
history,2750
animation,2750
TED-Ed,2763
dance,2763
physics,2763
science_and_art,2763
science,2763
sports,2763
TED-Ed,2760
driverless_cars,2760
cars,2760
morality,2760
AI,2760
machine_learning,2760
TED-Ed,2768
sleep,2768
brain,2768
biology,2768
science,2768
human_body,2768
youth,2768
physiology,2768
health,2768
health_care,2768
public_health,2768
healthcare,2768
education,2768
memory,2768
TED-Ed,2745
storytelling,2745
literature,2745
personal_growth,2745
TED-Ed,2766
morality,2766
psychology,2766
animation,2766
decision-making,2766
TED-Ed,2748
money,2748
economics,2748
United_States,2748
animation,2748
democracy,2748
history,2748
TED-Ed,2752
TED-Ed,2767
mental_health,2767
medical_research,2767
brain,2767
depression,2767
TED-Ed,2757
human_body,2757
pregnancy,2757
children,2757
biology,2757
science,2757
animation,2757
physiology,2757
invention,2757
technology,2757
TED-Ed,2756
plastic,2756
environment,2756
green,2756
global_issues,2756
animation,2756
climate_change,2756
natural_resources,2756
water,2756
nature,2756
science,2756
oceans,2756
sustainability,2756
art,2865
design,2865
environment,2865
creativity,2865
future,2865
invention,2865
innovation,2865
pollution,2865
solar_energy,2865
technology,2865
sustainability,2865
TED_en_Español,2865
wind_energy,2865
TED-Ed,2755
illness,2755
HIV,2755
medical_research,2755
AIDS,2755
virus,2755
biology,2755
TED-Ed,2751
politics,2751
policy,2751
democracy,2751
TED-Ed,2761
science,2761
biology,2761
evolution,2761
genetics,2761
human_body,2761
humanity,2761
race,2761
art,2853
climate_change,2853
environment,2853
TEDx,2853
photography,2853
TED-Ed,2765
oceans,2765
animals,2765
nature,2765
TED-Ed,2762
psychology,2762
personality,2762
mind,2762
animation,2762
brain,2762
TED-Ed,2749
music,2749
brain,2749
creativity,2749
play,2749
entertainment,2749
education,2749
animation,2749
psychology,2749
TED-Ed,2764
music,2764
history,2764
brain,2764
animation,2764
world_cultures,2764
culture,2764
TED-Ed,2754
history,2754
intelligence,2754
universe,2754
physiology,2754
science,2754
animation,2754
space,2754
education,2754
TED-Ed,2753
sleep,2753
brain,2753
biology,2753
memory,2753
health,2753
health_care,2753
healthcare,2753
science,2753
public_health,2753
human_body,2753
physiology,2753
TED-Ed,2758
human_body,2758
history,2758
pain,2758
society,2758
exercise,2758
physiology,2758
animation,2758
health,2758
invention,2758
innovation,2758
TED-Ed,2759
literature,2759
politics,2759
TED-Ed,2747
health,2747
brain,2747
food,2747
health_care,2747
healthcare,2747
animation,2747
public_health,2747
addiction,2747
TED-Ed,2657
animals,2657
science,2657
biology,2657
nature,2657
evolution,2657
animation,2657
TED-Ed,2746
entertainment,2746
fear,2746
performance,2746
brain,2746
mind,2746
speech,2746
animation,2746
education,2746
psychology,2746
activism,2873
Africa,2873
government,2873
cities,2873
poverty,2873
social_change,2873
communication,2876
friendship,2876
politics,2876
society,2876
TEDx,2876
business,2835
economics,2835
corruption,2835
motivation,2835
finance,2835
society,2835
TEDx,2835
happiness,2861
personal_growth,2861
humanity,2861
relationships,2861
psychology,2861
storytelling,2861
Africa,2875
agriculture,2875
farming,2875
food,2875
innovation,2875
business,2867
capitalism,2867
collaboration,2867
economics,2867
global_issues,2867
government,2867
manufacturing,2867
politics,2867
policy,2867
work,2867
physics,2862
science,2862
play,2862
TEDx,2862
activism,2880
Africa,2880
art,2880
community,2880
history,2880
identity,2880
race,2880
performance_art,2880
social_change,2880
society,2880
biology,2871
data,2871
DNA,2871
genetics,2871
entrepreneur,2871
health,2871
health_care,2871
humanity,2871
human_body,2871
medical_research,2871
illness,2871
medicine,2871
science,2871
immigration,2879
journalism,2879
United_States,2879
TED_Residency,2879
community,2879
family,2879
society,2879
social_change,2879
Africa,2881
history,2881
library,2881
leadership,2881
agriculture,2881
resources,2881
philosophy,2881
society,2881
rivers,2881
water,2881
astrobiology,2869
biology,2869
exploration,2869
South_America,2869
extraterrestrial_life,2869
Mars,2869
science,2869
TED_Fellows,2869
universe,2869
race,2887
politics,2887
Internet,2887
United_States,2887
TEDx,2887
compassion,2887
community,2887
AI,2870
robots,2870
fish,2870
future,2870
ants,2870
science,2870
intelligence,2870
innovation,2870
insects,2870
design,2882
infrastructure,2882
future,2882
cities,2882
public_spaces,2882
society,2882
software,2882
play,2882
urban_planning,2882
TED_Residency,2874
education,2874
personal_growth,2874
sociology,2874
success,2874
teaching,2874
TED_Fellows,2872
biology,2872
animals,2872
conservation,2872
environment,2872
nature,2872
pollution,2872
oceans,2872
science,2872
marine_biology,2872
activism,2884
art,2884
painting,2884
community,2884
religion,2884
social_change,2884
society,2884
terrorism,2884
faith,2884
augmented_reality,2877
business,2877
cities,2877
computers,2877
collaboration,2877
drones,2877
future,2877
innovation,2877
population,2877
social_media,2877
society,2877
technology,2877
work,2877
architecture,2878
design,2878
engineering,2878
sustainability,2878
environment,2878
materials,2878
china,2896
compassion,2896
fear,2896
humanity,2896
journalism,2896
politics,2896
Asia,2896
TEDx,2896
United_States,2896
children,2883
communication,2883
education,2883
economics,2883
humanity,2883
happiness,2883
life,2883
journalism,2883
parenting,2883
personal_growth,2883
science,2883
relationships,2883
data,2883
aging,2883
collaboration,2886
innovation,2886
physics,2886
discovery,2886
nature,2886
science,2886
technology,2886
universe,2886
TED_en_Español,2886
space,2886
TED_Fellows,2892
beauty,2892
creativity,2892
art,2892
dance,2892
gender,2892
identity,2892
performance_art,2892
performance,2892
art,2885
animals,2885
creativity,2885
insects,2885
photography,2885
activism,2889
community,2889
depression,2889
TED_Residency,2889
identity,2889
illness,2889
personal_growth,2889
race,2889
social_change,2889
mental_health,2889
Africa,2898
agriculture,2898
data,2898
future,2898
economics,2898
farming,2898
food,2898
global_issues,2898
investment,2898
society,2898
algorithm,3012
journalism,3012
communication,3012
government,3012
democracy,3012
global_issues,3012
leadership,3012
politics,3012
social_media,3012
war,3012
agriculture,2891
Africa,2891
creativity,2891
culture,2891
education,2891
policy,2891
society,2891
social_change,2891
communication,3013
biomechanics,3013
electricity,3013
education,3013
nature,3013
plants,3013
science,3013
technology,3013
teaching,3013
TED_Fellows,3013
animation,2901
TEDx,2901
art,2901
creativity,2901
illusion,2901
visualizations,2901
film,2901
movies,2901
business,2895
creativity,2895
innovation,2895
robots,2895
future,2895
technology,2895
work,2895
children,2894
education,2894
communication,2894
family,2894
future,2894
technology,2894
media,2894
culture,3269
complexity,3269
global_issues,3269
identity,3269
humanity,3269
leadership,3269
politics,3269
social_change,3269
society,3269
writing,3269
women,3269
democracy,3269
TED_Residency,3114
entrepreneur,3114
plastic,3114
business,3114
innovation,3114
aging,3114
green,3114
sustainability,3114
climate_change,3136
exploration,3136
environment,3136
data,3136
glacier,3136
NASA,3136
nature,3136
science,3136
physics,3136
technology,3136
water,3136
Antarctica,3136
TED_Fellows,3231
human_body,3231
cancer,3231
science,3231
business,3367
corruption,3367
government,3367
economics,3367
global_issues,3367
leadership,3367
politics,3367
markets,3367
Europe,3367
art,3257
creativity,3257
TED_Fellows,3257
photography,3257
identity,3257
communication,3366
cooperation,3366
infrastructure,3366
software,3366
society,3366
technology,3366
global_development,3366
Africa,3362
storytelling,3362
history,3362
culture,3362
ancient_world,3362
education,3362
teaching,3362
world_cultures,3362
humanity,3362
creativity,3364
business,3364
identity,3364
humor,3364
TED_Fellows,3363
Africa,3363
journalism,3363
corruption,3363
war,3363
activism,2890
creativity,2890
business,2890
gender_equality,2890
culture,2890
social_change,2890
movies,2890
storytelling,2890
society,2890
women,2890
TEDx,2890
business,3585
collaboration,3585
data,3585
creativity,3585
gender,3585
gender_equality,3585
leadership,3585
innovation,3585
society,3585
women,3585
work,3585
women_in_business,3585
diversity,3585
TED_Residency,3574
communication,3574
software,3574
innovation,3574
South_America,3574
violence,3574
war,3574
algorithm,3573
data,3573
future,3573
work,3573
AI,3573
machine_learning,3573
economics,3573
capitalism,3573
inequality,3573
humanity,3573
computers,3573
society,3573
technology,3573
innovation,3573
social_change,3573
robots,3573
machine_learning,3595
AI,3595
politics,3595
algorithm,3595
business,3595
sociology,3595
corruption,3595
consumerism,3595
data,3595
economics,3595
government,3595
democracy,3595
social_media,3595
social_change,3595
society,3595
technology,3595
television,3625
storytelling,3625
future,3625
creativity,3625
media,3625
culture,3625
work,3625
family,3625
parenting,3625
writing,3625
entertainment,3625
alternative_energy,3579
electricity,3579
climate_change,3579
engineering,3579
entrepreneur,3579
future,3579
natural_resources,3579
oceans,3579
pollution,3579
sustainability,3579
science,3579
technology,3579
weather,3579
global_commons,3579
Anthropocene,3579
science,3587
fish,3587
TED_Fellows,3587
biology,3587
biodiversity,3587
history,3587
creativity,3596
Africa,3596
adventure,3596
science_fiction,3596
future,3596
writing,3596
identity,3596
society,3596
bacteria,3583
health,3583
human_body,3583
medical_research,3583
medicine,3583
TEDx,3583
science,3583
Africa,3592
children,3592
education,3592
future,3592
goal-setting,3592
investment,3592
innovation,3592
society,3592
social_change,3592
sexual_violence,3680
work,3680
women,3680
activism,3680
leadership,3680
law,3680
personal_growth,3680
social_change,3680
journalism,3680
society,3680
Africa,3590
animals,3590
beauty,3590
ecology,3590
biodiversity,3590
nature,3590
birds,3590
sustainability,3590
activism,3591
sexual_violence,3591
women,3591
TED_en_Español,3591
culture,3591
gender_equality,3591
society,3591
humanity,3591
social_change,3591
violence,3591
TEDx,3591
climate_change,3593
TEDx,3593
environment,3593
trees,3593
ecology,3593
nature,3593
science,3593
United_States,3593
life,3769
mental_health,3769
education,3769
personality,3769
stigma,3769
Africa,3632
biodiversity,3632
faith,3632
creativity,3632
government,3632
interview,3632
society,3632
sustainability,3632
politics,3632
social_change,3632
science,3632
women,3632
success,3606
work,3606
failure,3606
cars,3606
personal_growth,3606
teaching,3606
leadership,3606
society,3606
goal-setting,3606
Brazil,3616
climate_change,3616
data,3616
democracy,3616
economics,3616
politics,3616
future,3616
map,3616
global_development,3616
global_issues,3616
cities,3616
government,3616
infrastructure,3616
society,3616
inequality,3616
urban_planning,3616
innovation,3612
communication,3612
criminal_justice,3612
justice_system,3612
law,3612
humanity,3612
social_change,3612
society,3612
culture,3612
compassion,3612
big_problems,3612
activism,4366
inequality,4366
corruption,4366
Africa,4366
leadership,4366
personal_growth,4366
criminal_justice,4366
social_change,4366
society,4366
prison,4366
women,4366
activism,3613
LGBT,3613
culture,3613
identity,3613
social_change,3613
society,3613
TED_Residency,3613
Transgender,3613
community,3620
cities,3620
humanity,3620
innovation,3620
social_change,3620
society,3620
poverty,3620
TEDMED,3620
homelessness,3620
climate_change,3615
military,3615
nature,3615
global_issues,3615
natural_disaster,3615
sustainability,3615
weather,3615
health,4856
mental_health,4856
emotions,4856
healthcare,4856
empathy,4856
TEDx,3365
children,3365
family,3365
parenting,3365
identity,3365
women,3365
social_change,3365
society,3365
death,3614
disease,3614
humanity,3614
family,3614
illness,3614
mental_health,3614
life,3614
TED_Residency,3614
personal_growth,3614
Anthropocene,4463
communication,4463
climate_change,4463
nature,4463
biosphere,4463
social_change,4463
science,4463
society,4463
sustainability,4463
energy,4463
TED_Fellows,3617
art,3617
film,3617
culture,3617
community,3617
family,3617
creativity,3617
identity,3617
music,3617
Africa,3642
culture,3642
creativity,3642
business,3642
economics,3642
resources,3642
investment,3642
social_change,3642
society,3642
Brand,4539
advertising,4539
culture,4539
business,4539
economics,4539
data,4539
innovation,4539
humanity,4539
product_design,4539
marketing,4539
social_media,4539
social_change,4539
society,4539
technology,4539
activism,3631
community,3631
art,3631
creativity,3631
social_change,3631
society,3631
TEDx,3631
introvert,3631
choice,4669
collaboration,4669
community,4669
communication,4669
Debate,4669
data,4669
democracy,4669
science,4669
decision-making,4669
society,4669
social_change,4669
psychology,4669
food,4490
social_change,4490
activism,4490
society,4490
history,4490
family,4490
interview,4490
leadership,4490
personal_growth,4490
women,4490
race,4490
Science_(hard),5480
technology,5480
youth,5480
history,5480
invention,5480
aging,2868
biology,2868
bioethics,2868
biomechanics,2868
health,2868
human_body,2868
innovation,2868
life,2868
discovery,2868
nature,2868
DNA,2868
science,2868
Nobel_Prize,2868
Africa,3694
disease,3694
drones,3694
entrepreneur,3694
health,3694
health_care,3694
innovation,3694
medicine,3694
social_change,3694
technology,3694
LGBT,5655
humanity,5655
religion,5655
global_issues,5655
activism,5655
agriculture,3671
farming,3671
china,3671
entrepreneur,3671
food,3671
health,3671
pollution,3671
humanity,3671
sustainability,3671
TED_Fellows,3671
bacteria,5458
creativity,5458
biotech,5458
design,5458
biology,5458
fashion,5458
future,5458
materials,5458
innovation,5458
nature,5458
pollution,5458
sustainability,5458
science,5458
technology,5458
water,5458
AI,3633
cancer,3633
algorithm,3633
computers,3633
creativity,3633
collaboration,3633
driverless_cars,3633
data,3633
future,3633
entrepreneur,3633
innovation,3633
interview,3633
invention,3633
intelligence,3633
motivation,3633
society,3633
potential,3633
software,3633
technology,3633
work,3633
collaboration,3581
community,3581
government,3581
data,3581
humanity,3581
democracy,3581
politics,3581
society,3581
leadership,3581
social_change,3581
TEDx,3581
fear,4873
communication,4873
humanity,4873
race,4873
inequality,4873
identity,4873
personal_growth,4873
motivation,4873
social_change,4873
success,4873
society,4873
writing,4873
children,4755
culture,4755
family,4755
communication,4755
feminism,4755
gender,4755
gender_equality,4755
humanity,4755
inequality,4755
identity,4755
men,4755
leadership,4755
personal_growth,4755
parenting,4755
society,4755
social_change,4755
activism,4755
women,4755
art,4062
TED_en_Español,4062
communication,4062
books,4062
design,4062
creativity,4062
TEDx,4062
TED_Residency,3686
sleep,3686
science,3686
memory,3686
brain,3686
health,3686
human_body,3686
technology,3686
business,6235
corruption,6235
crime,6235
trafficking,6235
terrorism,6235
agriculture,5072
community,5072
culture,5072
cities,5072
garden,5072
public_health,5072
farming,5072
society,5072
food,5072
personal_growth,5072
urban,5072
communication,6234
creativity,6234
data,6234
culture,6234
Internet,6234
media,6234
social_media,6234
online_video,6234
entertainment,6234
augmented_reality,6477
collaboration,6477
communication,6477
health,6477
computers,6477
innovation,6477
medicine,6477
science,6477
technology,6477
Surgery,6477
creativity,6286
architecture,6286
design,6286
engineering,6286
exploration,6286
future,6286
infrastructure,6286
innovation,6286
materials,6286
NASA,6286
robots,6286
technology,6286
TEDx,6286
universe,6286
space,6286
india,5498
infrastructure,5498
engineering,5498
cities,5498
poverty,5498
social_change,5498
brain,6857
language,6857
TED-Ed,6857
neurology,6857
animation,6857
neuroscience,6857
biology,6857
education,6857
health,6857
collaboration,6298
community,6298
friendship,6298
communication,6298
identity,6298
social_change,6298
personal_growth,6298
politics,6298
news,6298
Internet,6298
society,6298
journalism,6298
physics,5116
space,5116
TED_Fellows,5116
science,5116
Sun,5116
nature,5116
NASA,5116
solar_system,5116
universe,5116
Africa,7060
entrepreneur,7060
collaboration,7060
business,7060
creativity,7060
innovation,7060
invention,7060
product_design,7060
technology,7060
china,5162
business,5162
innovation,5162
mobility,5162
social_change,5162
future,5162
society,5162
technology,5162
Internet,5162
shopping,5162
bacteria,4958
illness,4958
public_health,4958
innovation,4958
health,4958
science,4958
virus,4958
medicine,4958
life,3623
goal-setting,3623
collaboration,3623
potential,3623
personal_growth,3623
teaching,3623
science,3623
Surgery,3623
language,7592
communication,7592
culture,7592
emotions,7592
society,7592
history,7592
humanity,7592
personal_growth,7592
india,6287
language,6287
communication,6287
intelligence,6287
culture,6287
storytelling,6287
Social_Science,8227
psychology,8227
mind,8227
self,8227
communication,8227
identity,8227
activism,7395
collaboration,7395
corruption,7395
communication,7395
inequality,7395
online_video,7395
film,7395
society,7395
TEDx,7395
social_change,7395
Africa,6379
business,6379
product_design,6379
design,6379
TED_Fellows,6379
art,6493
collaboration,6493
communication,6493
creativity,6493
race,6493
family,6493
history,6493
humanity,6493
identity,6493
inequality,6493
politics,6493
photography,6493
social_change,6493
society,6493
children,6553
disability,6553
family,6553
humanity,6553
parenting,6553
personal_growth,6553
society,6553
love,6553
Africa,6496
architecture,6496
collaboration,6496
climate_change,6496
community,6496
creativity,6496
engineering,6496
design,6496
education,6496
innovation,6496
social_change,6496
future,6496
public_spaces,6496
society,6496
TED_Fellows,6594
Africa,6594
children,6594
family,6594
parenting,6594
humanity,6594
personal_growth,6594
society,6594
emotions,8419
brain,8419
science,8419
humanity,8419
society,8419
personal_growth,8419
water,8418
activism,8418
environment,8418
society,8418
social_change,8418
climate_change,8418
future,8418
public_health,8418
technology,8529
space,8529
manufacturing,8529
environment,8529
sustainability,8529
HIV,2860
disease,2860
TEDx,2860
activism,2860
humanity,2860
human_body,2860
health,2860
TED_Residency,6639
sex,6639
children,6639
parenting,6639
human_body,6639
teaching,6639
humanity,6639
future,8420
green,8420
space,8420
deextinction,8420
humanity,8420
environment,8420
science,8420
painting,6668
art,6668
Africa,6668
photography,6668
fashion,7394
humanity,7394
innovation,7394
disability,7394
society,7394
design,7394
TED_Fellows,8417
health_care,8417
software,8417
medicine,8417
Africa,8417
Internet,8417
health,8417
HIV,8417
technology,8417
Africa,6669
education,6669
science,6669
conservation,6669
TEDx,8422
music,8422
culture,8422
art,8422
TEDx,8423
creativity,8423
human_body,8423
communication,8423
innovation,8423
personal_growth,8423
science,8423
exercise,8423
art,8588
music,8588
performance,8588
live_music,8588
visualizations,8588
performance_art,8588
singer,8588
vocals,8588
entertainment,8588
communication,8421
global_issues,8421
community,8421
activism,8421
innovation,8421
inequality,8421
law,8421
social_change,8421
society,8421
justice_system,8421
death,9219
family,9219
personal_growth,9219
communication,9219
life,9219
children,9048
collaboration,9048
community,9048
creativity,9048
communication,9048
education,9048
humor,9048
innovation,9048
performance_art,9048
teaching,9048
society,9048
